proyectoID,numProyecto,numPedido,descripcionProyecto,fechaProyecto,clienteID,servicioID,totalHoras,estadoProyecto,fechaFinalizadoCurso,fechaFinalizado,descripcionFinalizado,fechaBajaCurso,motivoBajaID,fechaBaja,descripcionBaja,facturacionPerdida,indicacionFacturacion,indicacionTrabajo,observacionesBaja,areaID,empresaID,fechaI,fechaF,presupuesto,equipoID,tstamp,creador,fechaEntregaInicial,horasEstimadas,estrategia
193,13-0011-01,\N,NOD32-ANTIVIRUS,2013-01-01,48,1,120.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
194,13-0012-01,\N,BOUZAS NAUTIC,2013-01-01,5,1,80.00,Finalizado,\N,2013-09-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
195,13-0013-01,\N,PORTONOVO NAUTIC,2013-01-01,18,1,80.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
196,13-0014-01,\N,VIGO NAUTIC,2013-01-01,30,1,80.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
197,13-0015-01,\N,ARELA GESTION,2013-01-01,17,1,80.00,Finalizado,\N,2013-09-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
198,13-0016-01,\N,ASNAUGA GESTION,2013-01-01,49,1,94.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
199,13-0017-01,\N,CENTRO DE LINGUAS GESTION,2013-01-01,37,1,168.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
200,13-0018-01,\N,CALIDAD UVIGO,2013-01-01,37,1,80.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
201,13-0019-01,\N,CALIDAD UDC,2013-01-01,25,1,80.00,En EjecuciÃ³n,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
202,13-0020-01,\N,BOTAMAVI SISTEMAS,2013-01-28,12,7,100.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
203,13-0021-01,\N,BOTAMAVI GESTION,2013-01-01,12,1,90.00,Finalizado,\N,2013-09-26,,\N,\N,\N,,,,,,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
204,13-0022-01,\N,MARPOL GESTION,2013-01-01,32,1,80.00,Finalizado,\N,2013-09-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
205,13-0023-01,\N,BECAS GESTION,2013-01-01,37,1,80.00,Finalizado,\N,2013-10-08,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
206,13-0024-01,\N,ALGALIA GESTION,2013-01-01,23,1,200.00,Finalizado,\N,2013-09-26,,\N,\N,\N,,,,,,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
211,13-0025-01,\N,Mantenimiento web,2013-01-29,76,17,30.00,Finalizado,\N,2013-02-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
212,13-0026-01,\N,Grupo Noya,2013-01-29,54,12,20.00,Finalizado,\N,2013-03-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,1000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
213,13-0027-01,\N,Mantenimiento web,2013-01-29,75,17,20.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
214,13-0028-01,\N,Mantenimiento web,2013-01-29,77,17,20.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
215,13-0029-01,\N,RSE Mantenimiento Feb13,2013-01-29,54,17,12.50,Finalizado,\N,2013-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,313.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
216,13-0030-01,\N,REDISEÃ‘O WEB ,2013-01-29,78,12,31.00,Finalizado,\N,2013-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
217,13-0031-01,\N,ACTIVITY MONITOR,2013-01-29,54,12,60.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,1800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
218,13-0032-01,\N,YPM ROTOTEC FMETAL ,2013-01-29,80,12,40.00,Finalizado,\N,2013-06-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-02,3500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
219,13-0033-01,\N,ActualizaciÃ³n web,2013-01-29,53,12,4.00,Finalizado,\N,2013-02-21,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
220,13-0034-01,\N,The Asian continent,2013-01-29,66,12,32.00,Finalizado,\N,2013-03-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,900.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
221,13-0035-01,\N,Portal Anuncios,2013-01-29,65,12,30.70,Finalizado,\N,2013-02-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
222,13-0036-01,\N,get set pay,2013-01-29,61,12,34.00,Finalizado,\N,2013-02-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,180.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
223,13-0037-01,\N,desourb,2013-01-29,84,14,2.00,Finalizado,\N,2013-02-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,30.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
224,13-0038-01,\N,ACEITES ABRIL,2013-01-29,70,13,70.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,1800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
225,13-0039-01,\N,PAZO DA TOUZA,2013-01-29,56,12,9.00,Finalizado,\N,2013-07-29,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-04-25,1000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
226,13-0040-01,\N,Mto hasta marzo 2013,2013-01-29,74,17,50.00,Finalizado,\N,2013-03-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
227,13-0041-01,\N,MERCURIO,2013-01-29,67,12,31.00,Finalizado,\N,2013-07-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-04-30,900.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
228,13-0042-01,\N,UNIVERSIDADES MEUBOOK,2013-01-29,58,12,5.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-19,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
229,13-0043-01,\N,Mantenimiento web,2013-01-29,51,17,20.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
230,13-0044-01,\N,ActualizaciÃ³n web,2013-01-29,52,18,14.00,Finalizado,\N,2013-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
231,13-0045-01,\N,Mantenimiento web,2013-01-29,55,17,100.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
232,13-0046-01,\N,MISS PEPA,2013-01-29,57,13,30.00,Finalizado,\N,2013-03-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-03-04,1000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
233,13-0047-01,\N,MANTENIMIENTO WEB,2013-01-29,59,17,30.00,Finalizado,\N,2016-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2014-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
234,13-0048-01,\N,Inova web,2013-01-29,60,12,5.00,Finalizado,\N,2013-04-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
235,13-0049-01,\N,APA Club Alpino,2013-01-29,63,18,40.00,Finalizado,\N,2013-06-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-08-31,1100.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
236,13-0050-01,\N,Web PyG,2013-01-29,64,12,12.00,Finalizado,\N,2013-03-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
237,13-0051-01,\N,web corporativa serarte,2013-01-29,68,12,40.00,Finalizado,\N,2016-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2015-12-31,600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
238,13-0052-01,\N,web otto,2013-01-29,69,12,65.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
239,13-0053-01,\N,BAZARRA INTRANET,2013-01-29,67,12,39.00,Finalizado,\N,2014-01-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2014-01-24,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
240,13-0054-01,\N,Artistas En TrÃ¡nsito,2013-01-29,71,13,87.00,Finalizado,\N,2013-11-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-11-08,1600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
241,13-0055-01,\N,intercambio libros,2013-01-29,55,18,50.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-03-21,900.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
242,13-0056-01,\N,Arquitectos,2013-01-29,54,12,47.00,Finalizado,\N,2013-08-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-11-30,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
244,13-0058-01,\N,Mianmard Gold,2013-01-29,66,18,20.00,Finalizado,\N,2013-06-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-03-08,700.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
245,13-0059-01,\N,Infonet Corporativa,2013-01-29,54,12,54.00,Finalizado,\N,2013-05-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-04-30,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
246,13-0060-01,\N,Attica 21 Movil,2013-01-29,72,18,95.00,Finalizado,\N,2013-05-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-04-30,3000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
247,13-0061-01,\N,SUMTEC,2013-01-29,67,12,55.00,Finalizado,\N,2014-09-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2014-09-07,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
248,13-0062-01,\N,URBAN,2013-01-29,67,14,25.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-29,2013-02-28,800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
251,13-0064-01,\N,Torredeartziniega,2013-01-30,86,18,8.00,Finalizado,\N,2013-03-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-03-01,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
252,13-0065-01,\N,Hotel Aldama,2013-01-30,86,18,8.00,Finalizado,\N,2013-03-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-02-22,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
253,13-0066-01,\N,Newsletter Ucgal,2013-01-30,54,18,7.00,Finalizado,\N,2013-02-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-02-22,200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
254,13-0067-01,\N,Nod32 antivirus,2013-01-30,48,17,20.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
255,13-0068-01,\N,Internos,2013-01-30,34,18,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
256,13-0069-01,\N,MANTENIMIENTO WEB,2013-01-30,24,17,36.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-30,2013-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
257,13-0070-01,\N,Golfred ajustes,2013-01-31,87,18,10.00,Finalizado,\N,2013-02-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-01-31,2013-03-02,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
260,13-0071-01,\N,DMD SISTEMAS,2013-01-01,48,7,48.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-01-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
261,13-0072-01,\N,Campus do Mar,2013-02-01,37,18,10.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-01,2013-03-03,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
262,13-0073-01,\N,Mantenimiento 2013,2013-02-05,88,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-05,2013-12-31,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
263,13-0074-01,\N,INCAT GESTION,2013-02-05,11,1,80.00,Finalizado,\N,2013-09-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-02-05,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
264,13-0075-01,\N,Centro de OcasiÃ³n,2013-02-05,54,12,16.00,Finalizado,\N,2013-03-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-05,2013-02-28,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
265,13-0076-01,\N,Dataccess,2013-02-08,89,17,10.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-08,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
266,13-0077-01,\N,Munreco,2013-02-12,79,12,70.00,Finalizado,\N,2013-06-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-12,2013-03-14,2250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
267,13-0078-01,\N,CIFP Carlos Oroza,2013-02-12,90,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-12,2013-12-31,10.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
268,13-0079-01,\N,Sailway,2013-02-12,91,18,5.00,Finalizado,\N,2013-04-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-12,2013-03-14,120.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
269,13-0080-01,\N,Munhequita de trapo,2013-02-13,92,18,10.00,Finalizado,\N,2013-09-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-13,2014-12-31,100.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
270,13-0081-01,\N,Puertas de Galicia,2013-02-15,84,12,120.00,Finalizado,\N,2013-06-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-15,2013-04-19,3000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
271,13-0082-01,\N,Sendegal Android,2013-02-15,84,15,25.00,Finalizado,\N,2013-04-09,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-15,2013-03-22,750.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
272,13-0083-01,\N,Mantenimiento,2013-02-18,93,17,10.00,Finalizado,\N,2013-03-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-18,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
273,13-0084-01,\N,Anuario 2013,2013-02-18,94,16,14.00,Finalizado,\N,2013-04-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-18,2013-03-20,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
274,13-0085-01,\N,Diptico ,2013-02-18,65,16,22.00,Finalizado,\N,2013-03-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-18,2013-02-28,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
275,13-0086-01,\N,Funga Feb13,2013-02-19,54,17,3.00,Finalizado,\N,2013-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-19,2013-03-21,75.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
276,13-0087-01,\N,INEF UDC,2013-02-19,25,1,80.00,Finalizado,\N,2013-09-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-02-19,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
277,13-0088-01,\N,IMAGEN CORP+ INT WEB,2013-02-19,95,16,48.00,Finalizado,\N,2013-06-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-19,2013-04-25,1400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
278,13-0089-01,\N,Mayeusis,2013-02-19,62,12,43.00,Finalizado,\N,2014-06-09,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-19,2014-06-30,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
279,13-0090-01,\N,Trabajos Paula Feb13,2013-02-21,96,18,10.00,Finalizado,\N,2013-03-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-21,2013-03-23,125.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
280,13-0091-01,\N,De barrica FB,2013-02-25,67,18,30.00,Finalizado,\N,2013-10-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-25,2013-10-17,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
281,13-0092-01,\N,Rialta,2013-02-25,67,18,2.00,Finalizado,\N,2013-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-25,2013-03-27,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
282,13-0093-01,\N,Over the rainbow,2013-02-25,97,17,5.00,Finalizado,\N,2013-03-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-25,2013-03-27,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
283,13-0094-01,\N,Plantajardin,2013-02-25,96,17,1.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-25,2013-03-27,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
284,13-0095-01,\N,Carballo a un paso,2013-02-26,81,18,10.00,Finalizado,\N,2013-04-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-26,2013-03-28,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
285,13-0096-01,\N,Pazo La Buzaca,2013-02-26,98,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-26,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
286,13-0097-01,\N,MASTERPRL - ACT WEB,2013-02-27,37,12,37.00,Finalizado,\N,2013-05-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-27,2013-04-18,1700.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
287,13-0098-01,\N,Base Conocimiento,2013-02-28,99,18,45.00,Finalizado,\N,2013-05-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-28,2013-03-30,1300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
288,13-0099-01,\N,FB FORMULA 1,2013-02-28,79,14,18.00,Finalizado,\N,2013-03-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-28,2013-03-15,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
289,13-0100-01,\N,Interfaz Prestashop,2013-02-28,100,14,27.00,Finalizado,\N,2013-05-15,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-02-28,2013-03-15,750.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
290,13-0101-01,\N,CHYMAR GESTION,2013-03-04,101,1,128.00,Finalizado,\N,2013-09-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,1,2013-03-04,2013-04-21,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
291,13-0102-01,\N,Castelo ,2013-03-05,102,17,10.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-03-05,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
292,13-0103-01,\N,Afaga,2013-03-06,83,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-03-06,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
293,13-0104-01,\N,Mercurio App,2013-03-07,67,18,11.00,Finalizado,\N,2013-07-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-03-07,2013-03-29,250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
294,13-0105-01,\N,Copoga formacion,2013-03-07,103,18,44.00,Finalizado,\N,2014-03-03,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-03-07,2014-01-24,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
295,13-0106-01,\N,Rse marzo,2013-03-07,54,17,5.00,Finalizado,\N,2013-03-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-03-07,2013-04-06,120.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
